BTC000000000;26/06/24;1.562;0.031;0.157;-1.435;-16.359;0.183
BTC000000000;25/06/24;-2.439;-0.203;-0.804;1.693;3.252;-0.184
BTC000000000;24/06/24;4.811;1.743;-2.201;-2.277;-15.997;0.238
BTC000000000;23/06/24;1.684;1.903;7.370;4.815;-22.292;4.467
BTC000000000;22/06/24;-0.204;-0.023;1.090;1.552;19.176;0.116
BTC000000000;21/06/24;1.152;0.853;-0.794;-0.273;11.468;-0.129
BTC000000000;20/06/24;0.161;2.084;1.769;1.223;-4.477;1.690
BTC000000000;19/06/24;0.309;-1.174;0.152;0.106;14.339;-0.216
BTC000000000;18/06/24;2.013;1.345;-0.833;0.229;6.009;0.084
BTC000000000;17/06/24;0.288;1.103;1.630;2.139;-17.804;1.540
BTC000000000;16/06/24;-0.677;-0.421;1.325;0.256;-11.773;0.341
BTC000000000;15/06/24;-0.357;-0.781;-0.224;-0.695;19.296;-0.346
BTC000000000;14/06/24;1.183;1.357;-1.211;-0.220;8.529;0.458
BTC000000000;13/06/24;2.233;1.560;2.024;1.089;12.705;1.290
BTC000000000;12/06/24;-1.391;2.320;0.789;2.244;-3.787;1.216
BTC000000000;11/06/24;3.307;-0.571;-1.145;-1.355;-2.377;-0.985
BTC000000000;10/06/24;0.155;0.833;4.631;3.228;-16.550;3.066
BTC000000000;09/06/24;-0.485;-0.442;-0.128;0.199;-4.736;-0.184
BTC000000000;08/06/24;0.065;-0.384;0.079;-0.489;24.368;-0.085
BTC000000000;07/06/24;2.081;3.429;-0.717;0.085;2.395;1.806
BTC000000000;06/06/24;0.407;-0.507;2.332;2.029;-3.030;0.503
BTC000000000;05/06/24;-0.773;0.131;0.160;0.493;8.198;0.058
BTC000000000;04/06/24;-2.450;-0.944;-2.570;-0.749;-5.980;-2.024
BTC000000000;03/06/24;-1.497;-1.136;-1.456;-2.536;-6.934;-0.927
BTC000000000;02/06/24;-0.019;-2.540;-0.346;-1.493;-16.016;-1.644
BTC000000000;01/06/24;-0.327;-0.825;0.101;-0.049;12.511;-0.193
BTC000000000;31/05/24;1.194;1.517;-1.077;-0.253;8.525;0.453
BTC000000000;30/05/24;-1.137;0.839;0.675;1.184;-0.225;0.281
BTC000000000;29/05/24;1.218;-0.799;-0.029;-1.039;1.292;-0.324
BTC000000000;28/05/24;1.432;0.801;0.168;1.082;3.634;0.435
BTC000000000;27/05/24;-1.245;1.715;1.466;1.533;-9.792;1.291
BTC000000000;26/05/24;1.125;-1.694;0.063;-1.287;-6.092;-0.257
BTC000000000;25/05/24;-1.060;0.116;0.316;1.039;10.981;-0.009
BTC000000000;24/05/24;-0.817;-0.517;-2.649;-1.054;20.725;-1.502
BTC000000000;23/05/24;1.731;1.231;-0.064;-0.891;-6.211;1.237
BTC000000000;22/05/24;1.415;0.805;3.566;1.915;4.271;1.538
BTC000000000;21/05/24;1.807;1.614;0.315;1.270;20.899;1.122
BTC000000000;20/05/24;-7.191;-0.394;-4.514;1.874;-30.423;-4.268
BTC000000000;19/05/24;0.961;-5.399;-0.203;-7.101;-13.563;-1.123
BTC000000000;18/05/24;0.172;-0.328;0.962;0.855;11.139;0.127
BTC000000000;17/05/24;-2.679;0.035;-2.227;0.134;9.384;-1.034
BTC000000000;16/05/24;1.490;-1.189;-0.754;-2.618;12.712;-0.705
BTC000000000;15/05/24;-6.992;-0.313;-5.043;1.529;-13.239;-3.397
BTC000000000;14/05/24;2.213;-5.026;-0.402;-7.012;-3.463;-2.529
BTC000000000;13/05/24;-2.376;0.444;-0.606;2.135;-6.414;0.619
BTC000000000;12/05/24;-1.023;-2.477;-0.160;-2.173;-16.009;-1.881
BTC000000000;11/05/24;-0.026;-0.602;-0.213;-1.244;22.659;-0.396
BTC000000000;10/05/24;3.740;3.375;-0.398;0.171;6.817;1.939
BTC000000000;09/05/24;-2.965;-0.180;0.708;3.649;-3.420;-0.544
BTC000000000;08/05/24;1.811;-0.634;0.348;-2.995;-0.146;0.814
BTC000000000;07/05/24;1.369;2.183;2.190;1.895;6.290;1.946
BTC000000000;06/05/24;1.341;1.714;1.089;1.309;-6.897;0.664
BTC000000000;05/05/24;-0.184;-1.445;0.065;1.334;-6.034;-0.250
BTC000000000;04/05/24;-1.602;-0.015;-0.584;-0.250;18.300;-0.510
BTC000000000;03/05/24;-5.977;-2.007;-6.075;-1.691;-1.052;-4.419
BTC000000000;02/05/24;-1.264;-5.747;-3.117;-5.837;25.479;-3.719
BTC000000000;01/05/24;3.949;2.044;-0.495;-1.469;20.992;-0.060
BTC000000000;30/04/24;5.196;6.405;4.485;4.284;-9.938;5.967
BTC000000000;29/04/24;-1.116;-0.903;4.338;5.029;-10.029;1.516
BTC000000000;28/04/24;0.558;0.359;1.681;-1.189;-3.785;1.481
BTC000000000;27/04/24;0.485;-0.636;-0.448;0.672;6.087;-0.936
BTC000000000;26/04/24;1.124;1.317;1.285;0.509;9.905;1.665
BTC000000000;25/04/24;-0.305;0.543;-0.696;1.080;3.186;0.095
BTC000000000;24/04/24;3.304;3.052;1.250;-0.317;-7.151;2.397
BTC000000000;23/04/24;0.615;0.154;3.359;3.259;1.749;1.087
BTC000000000;22/04/24;-2.820;0.009;-1.952;0.651;-0.634;-0.686
BTC000000000;21/04/24;0.004;-2.294;-0.457;-2.876;-5.267;-1.608
BTC000000000;20/04/24;-1.729;-0.438;-1.526;-0.060;15.947;-1.175
BTC000000000;19/04/24;-0.561;0.051;-5.664;-1.375;16.770;-0.712
BTC000000000;18/04/24;-3.439;-2.041;1.945;-0.857;-9.648;-2.111
BTC000000000;17/04/24;4.106;0.562;-1.414;-3.324;-1.844;0.203
BTC000000000;16/04/24;-0.604;-0.202;2.810;3.865;3.510;0.726
BTC000000000;15/04/24;3.562;3.791;1.528;-0.287;1.472;3.158
BTC000000000;14/04/24;-2.661;-1.467;-0.792;3.285;15.600;-1.229
BTC000000000;13/04/24;5.021;3.274;-1.107;-2.023;-11.662;3.662
